RMS CDW ID,General Offense Number,Offense Code,Offense Code Extension,Offense Type,Summary Offense Code,Summarized Offense Description,Date Reported,Occurred Date or Date Range Start,Occurred Date Range End,Hundred Block Location,District/Sector,Zone/Beat,Census Tract 2000,Longitude,Latitude,Location,Month,Year
581802,2015388449,2404,8,VEH-THEFT-TRUCK,2400,VEHICLE THEFT,11/06/2015 09:04:00 AM,11/03/2015 07:00:00 PM,11/04/2015 08:30:00 AM,48XX BLOCK OF FREMONT AV N,B,B2,4900.1011,-122.350021362,47.663944244,"(47.663944244, -122.350021362)",11,2015
591225,2015388262,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,11/06/2015 04:30:00 AM,11/06/2015 04:30:00 AM,,16XX BLOCK OF 3 AV,M,M2,8100.2002,-122.339118958,47.61120224,"(47.61120224, -122.339118958)",11,2015
577752,2015388040,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,11/05/2015 09:47:00 PM,11/03/2015 05:00:00 PM,11/05/2015 09:47:00 PM,67XX BLOCK OF 9 AV NW,J,J2,3300.1003,-122.368736267,47.678665161,"(47.678665161, -122.368736267)",11,2015
577381,2015387449,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,11/05/2015 09:27:00 PM,10/10/2015 10:00:00 PM,10/10/2015 10:35:00 PM,9XX BLOCK OF N 104 ST,N,N3,1300.2010,-122.346031189,47.704330444,"(47.704330444, -122.346031189)",10,2015
616186,2015387780,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,11/05/2015 05:10:00 PM,11/05/2015 03:10:00 PM,11/05/2015 03:30:00 PM,7XX BLOCK OF DENNY WY,D,D2,7200.1041,-122.342887878,47.618553162,"(47.618553162, -122.342887878)",11,2015
591702,2015387780,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,11/05/2015 05:10:00 PM,11/05/2015 03:00:00 PM,11/05/2015 04:30:00 PM,7XX BLOCK OF DENNY WY,D,D2,7200.1041,-122.342887878,47.618553162,"(47.618553162, -122.342887878)",11,2015
581109,2015387690,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,11/05/2015 04:14:00 PM,11/05/2015 04:14:00 PM,,43XX BLOCK OF 6 AV NW,B,B2,4800.3003,-122.363998413,47.660247803,"(47.660247803, -122.363998413)",11,2015
577414,2015387521,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,11/05/2015 01:39:00 PM,11/05/2015 01:34:00 PM,,26XX BLOCK OF SW BARTON ST,F,F2,11402.1028,-122.36730957,47.521026611,"(47.521026611, -122.36730957)",11,2015
577412,2015387514,2404,4,VEH-THEFT-MTRCYCLE,2400,VEHICLE THEFT,11/05/2015 01:28:00 PM,11/05/2015 01:00:00 AM,11/05/2015 01:00:00 PM,W THOMAS ST / QUEEN ANNE AV N,Q,Q3,7100.2012,-122.356742859,47.620937347,"(47.620937347, -122.356742859)",11,2015
581843,2015387436,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,11/05/2015 11:54:00 AM,11/05/2015 01:00:00 AM,11/05/2015 11:00:00 AM,83XX BLOCK OF 9 AV NW,J,J2,3000.1003,-122.36832428,47.688930511,"(47.688930511, -122.36832428)",11,2015
580772,2015387202,2404,8,VEH-THEFT-TRUCK,2400,VEHICLE THEFT,11/05/2015 10:18:00 AM,11/04/2015 06:00:00 PM,11/05/2015 06:30:00 AM,71XX BLOCK OF 45 AV SW,W,W3,11600.1005,-122.390258789,47.538398743,"(47.538398743, -122.390258789)",11,2015
585814,2015387272,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,11/05/2015 10:16:00 AM,11/04/2015 05:00:00 PM,11/05/2015 09:30:00 AM,85XX BLOCK OF MARY AV NW,J,J1,1600.3006,-122.375457764,47.691524506,"(47.691524506, -122.375457764)",11,2015
625600,2015387134,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,11/05/2015 07:30:00 AM,11/04/2015 09:30:00 PM,11/05/2015 07:30:00 AM,24XX BLOCK OF ALKI AV SW,W,W1,9701.1001,-122.404579163,47.581546783,"(47.581546783, -122.404579163)",11,2015
593407,2015387044,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,11/05/2015 06:03:00 AM,11/04/2015 04:00:00 PM,11/05/2015 05:30:00 AM,3905 1 / 2 NE 51 ST,U,U3,4200.3002,-122.285850525,47.665805817,"(47.665805817, -122.285850525)",11,2015
581163,2015386113,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,11/04/2015 05:47:00 PM,11/01/2015 03:00:00 PM,11/03/2015 06:00:00 PM,11XX BLOCK OF NW LEARY WY,B,B2,4700.2060,-122.372177124,47.663658142,"(47.663658142, -122.372177124)",11,2015
583778,2015385998,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,11/04/2015 03:19:00 PM,11/03/2015 08:00:00 PM,11/04/2015 12:30:00 AM,36XX BLOCK OF PHINNEY AV N,B,B2,4900.3009,-122.354469299,47.653198242,"(47.653198242, -122.354469299)",11,2015
599091,2015386346,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,11/04/2015 01:49:00 PM,11/04/2015 04:30:00 AM,11/04/2015 01:00:00 PM,ROOSEVELT WY NE / NE 43 ST,U,U2,5301.3004,-122.317741394,47.65984726,"(47.65984726, -122.317741394)",11,2015
590661,2015386150,2404,8,VEH-THEFT-TRUCK,2400,VEHICLE THEFT,11/04/2015 12:51:00 PM,11/04/2015 09:38:00 AM,11/04/2015 09:48:00 AM,14XX BLOCK OF BOREN AV,E,E3,8300.2014,-122.328460693,47.612968445,"(47.612968445, -122.328460693)",11,2015
623705,2015386107,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,11/04/2015 11:28:00 AM,11/03/2015 06:50:00 PM,11/03/2015 09:00:00 PM,15 AV / E COLUMBIA ST,G,G2,8600.1006,-122.312843323,47.609210968,"(47.609210968, -122.312843323)",11,2015
620810,2015386136,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,11/04/2015 10:43:00 AM,11/03/2015 08:30:00 PM,11/04/2015 09:30:00 AM,46XX BLOCK OF FREMONT AV N,B,B2,4900.1023,-122.350028992,47.662506104,"(47.662506104, -122.350028992)",11,2015
624739,2015385993,2404,4,VEH-THEFT-MTRCYCLE,2400,VEHICLE THEFT,11/04/2015 10:16:00 AM,11/02/2015 06:00:00 AM,11/02/2015 04:30:00 PM,1XX BLOCK OF W MERCER ST,Q,Q3,7000.5004,-122.358665466,47.624588013,"(47.624588013, -122.358665466)",11,2015
620349,2015385974,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,11/04/2015 08:06:00 AM,11/04/2015 08:00:00 AM,,30XX BLOCK OF S HOLLY ST,S,S1,11002.2031,-122.293205261,47.542648315,"(47.542648315, -122.293205261)",11,2015
623706,2015385940,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,11/04/2015 07:08:00 AM,11/04/2015 12:00:00 AM,11/04/2015 06:50:00 AM,79XX BLOCK OF 46 AV S,S,S2,11800.5001,-122.274475098,47.53030777,"(47.53030777, -122.274475098)",11,2015
573437,2015385202,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,11/03/2015 09:44:00 PM,11/02/2015 03:00:00 PM,11/03/2015 06:00:00 AM,103XX BLOCK OF MERIDIAN AV N,N,N3,1200.5011,-122.333916341,47.704127951,"(47.704127951, -122.333916341)",11,2015
587208,2015385389,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,11/03/2015 04:54:00 PM,10/30/2015 11:00:00 AM,11/01/2015 02:30:00 AM,BATTERY ST / ELLIOTT AV,D,D1,8002.2001,-122.349533081,47.612815857,"(47.612815857, -122.349533081)",10,2015
587529,2015384958,2404,8,VEH-THEFT-TRUCK,2400,VEHICLE THEFT,11/03/2015 11:39:00 AM,11/01/2015 06:00:00 PM,11/03/2015 11:15:00 AM,NE 88 ST / LAKE CITY WY NE,U,U1,2000.1016,-122.305854797,47.692111969,"(47.692111969, -122.305854797)",11,2015
620136,2015384910,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,11/03/2015 11:22:00 AM,11/01/2015 08:00:00 PM,11/01/2015 09:00:00 PM,BELLEVUE AV / E DENNY WY,E,E1,7402.3005,-122.326728821,47.618492126,"(47.618492126, -122.326728821)",11,2015
580537,2015384733,2404,7,VEH-THEFT-TRAILER,2400,VEHICLE THEFT,11/03/2015 09:01:00 AM,10/30/2015 08:00:00 PM,10/31/2015 06:00:00 AM,63XX BLOCK OF 35 AV SW,W,W3,10600.1014,-122.376419067,47.545593262,"(47.545593262, -122.376419067)",10,2015
573431,2015384765,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,11/03/2015 08:52:00 AM,11/03/2015 08:52:00 AM,11/03/2015 08:52:00 AM,51XX BLOCK OF S FOUNTAIN ST,S,S3,11900.5016,-122.268582012,47.503692892,"(47.503692892, -122.268582012)",11,2015
602454,2015384749,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,11/03/2015 08:14:00 AM,11/02/2015 06:00:00 PM,11/03/2015 08:00:00 AM,1XX BLOCK OF N 40 ST,B,B2,4800.3038,-122.356330872,47.655578613,"(47.655578613, -122.356330872)",11,2015
573537,2015384498,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,11/02/2015 11:35:00 PM,10/31/2015 09:00:00 AM,11/02/2015 07:30:00 PM,117XX BLOCK OF 20 AV NE,L,L1,700.4003,-122.307157501,47.714834436,"(47.714834436, -122.307157501)",10,2015
605867,2015384298,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,11/02/2015 10:10:00 PM,10/29/2015 01:00:00 PM,11/01/2015 12:30:00 PM,123XX BLOCK OF 30 AV NE,L,L1,700.1004,-122.296325684,47.718452454,"(47.718452454, -122.296325684)",10,2015
573592,2015384113,2404,4,VEH-THEFT-MTRCYCLE,2400,VEHICLE THEFT,11/02/2015 04:26:00 PM,10/27/2015 02:00:00 PM,11/02/2015 04:26:00 PM,16XX BLOCK OF 15 AV,C,C1,7500.2008,-122.312763702,47.615868781,"(47.615868781, -122.312763702)",10,2015
581736,2015384069,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,11/02/2015 03:50:00 PM,11/01/2015 10:30:00 PM,11/02/2015 03:00:00 AM,12 AV / E HOWELL ST,E,E2,7500.4001,-122.316894531,47.617599487,"(47.617599487, -122.316894531)",11,2015
593087,2015383566,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,11/02/2015 03:38:00 PM,11/01/2015 06:30:00 PM,11/02/2015 08:00:00 AM,14XX BLOCK OF NW 62 ST,B,B1,3300.3010,-122.374893188,47.673816681,"(47.673816681, -122.374893188)",11,2015
622515,2015383750,2404,5,VEH-THEFT-OTHVEH,2400,VEHICLE THEFT,11/02/2015 11:43:00 AM,11/01/2015 08:00:00 PM,11/02/2015 10:30:00 AM,47XX BLOCK OF 50 AV S,R,R3,10200.1007,-122.270698547,47.560001373,"(47.560001373, -122.270698547)",11,2015
580293,2015383393,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,11/02/2015 08:32:00 AM,11/01/2015 04:00:00 PM,11/02/2015 05:30:00 AM,38XX BLOCK OF WHITMAN AV N,B,B3,5400.4018,-122.345962524,47.653438568,"(47.653438568, -122.345962524)",11,2015
573591,2015383449,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,11/02/2015 06:53:00 AM,11/02/2015 06:53:00 AM,,25XX BLOCK OF SW TRENTON ST,F,F2,11402.1011,-122.365200898,47.524681976,"(47.524681976, -122.365200898)",11,2015
573023,2015383253,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,11/01/2015 11:14:00 PM,11/01/2015 05:30:00 PM,11/01/2015 08:20:00 PM,7 AV / PINE ST,M,M2,8200.1006,-122.334262452,47.612600166,"(47.612600166, -122.334262452)",11,2015
575979,2015383119,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,11/01/2015 07:42:00 PM,11/01/2015 05:35:00 PM,11/01/2015 07:00:00 PM,1 AV / LENORA ST,M,M1,8002.2006,-122.34391552,47.611836283,"(47.611836283, -122.34391552)",11,2015
583814,2015383039,2404,8,VEH-THEFT-TRUCK,2400,VEHICLE THEFT,11/01/2015 06:08:00 PM,11/01/2015 05:50:00 AM,,117XX BLOCK OF RIVIERA PL NE,L,L3,900.2006,-122.277175903,47.71339798,"(47.71339798, -122.277175903)",11,2015
583848,2015382833,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,11/01/2015 05:02:00 PM,10/31/2015 10:00:00 PM,11/01/2015 06:00:00 AM,ALOHA ST / 6 AV N,Q,Q3,6700.2012,-122.344940186,47.627147675,"(47.627147675, -122.344940186)",10,2015
602316,2015382692,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,11/01/2015 04:26:00 PM,10/31/2015 12:00:00 PM,10/31/2015 07:00:00 PM,94XX BLOCK OF 35 AV SW,F,F2,11402.3009,-122.376853943,47.518383026,"(47.518383026, -122.376853943)",10,2015
581767,2015382607,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,11/01/2015 01:52:00 PM,10/31/2015 09:00:00 PM,11/01/2015 09:00:00 AM,11XX BLOCK OF 30 AV S,G,G3,8900.2023,-122.293418884,47.592723846,"(47.592723846, -122.293418884)",10,2015
596419,2015382830,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,11/01/2015 01:37:00 PM,10/29/2015 11:00:00 AM,11/01/2015 12:30:00 PM,BOYER AV E / 25 AV E,C,C2,6200.1059,-122.300605774,47.634986877,"(47.634986877, -122.300605774)",10,2015
573026,2015382795,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,11/01/2015 01:15:00 PM,11/01/2015 11:00:00 AM,11/01/2015 01:00:00 PM,42XX BLOCK OF 7 AV NE,U,U2,5200.1003,-122.320841557,47.658490917,"(47.658490917, -122.320841557)",11,2015
573021,2015382762,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,11/01/2015 12:26:00 PM,10/31/2015 05:00:00 PM,11/01/2015 12:15:00 PM,70XX BLOCK OF 20 AV NW,J,J2,3100.3011,-122.382146494,47.680640241,"(47.680640241, -122.382146494)",10,2015
573018,2015382510,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,11/01/2015 05:33:00 AM,10/31/2015 10:00:00 PM,11/01/2015 05:33:00 AM,13XX BLOCK OF NW 103 ST,N,N1,1400.4014,-122.373417893,47.703358955,"(47.703358955, -122.373417893)",10,2015
573022,2015382503,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,11/01/2015 05:17:00 AM,11/01/2015 02:00:00 AM,11/01/2015 05:00:00 AM,59XX BLOCK OF HIGH POINT DR SW,F,F1,10701.1005,-122.369719914,47.549837124,"(47.549837124, -122.369719914)",11,2015
571448,2015382494,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,11/01/2015 04:58:00 AM,10/31/2015 10:30:00 PM,11/01/2015 01:45:00 AM,14 AV / E PINE ST,C,C1,7500.2010,-122.314246271,47.615280861,"(47.615280861, -122.314246271)",10,2015
572962,2015381684,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,10/31/2015 10:50:00 PM,10/30/2015 03:45:00 PM,10/31/2015 02:00:00 PM,59XX BLOCK OF PHINNEY AV N,B,B2,3500.3003,-122.354383107,47.672140307,"(47.672140307, -122.354383107)",10,2015
572838,2015382119,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,10/31/2015 10:21:00 PM,10/31/2015 09:20:00 PM,10/31/2015 10:20:00 PM,7XX BLOCK OF S FOREST ST,O,O2,9300.3082,-122.322873526,47.577724232,"(47.577724232, -122.322873526)",10,2015
572963,2015381804,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,10/31/2015 08:49:00 PM,10/30/2015 06:30:00 PM,10/31/2015 04:30:00 PM,39XX BLOCK OF WHITMAN AV N,B,B3,5400.4008,-122.345962638,47.654760503,"(47.654760503, -122.345962638)",10,2015
593408,2015381905,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,10/31/2015 07:02:00 PM,10/31/2015 07:02:00 PM,10/31/2015 05:00:00 PM,4XX BLOCK OF 30 AV S,G,G3,8900.3014,-122.293823242,47.59859848,"(47.59859848, -122.293823242)",10,2015
581068,2015381687,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,10/31/2015 02:58:00 PM,10/31/2015 02:58:00 PM,,9XX BLOCK OF N 76 ST,J,J3,2800.2,-122.345855713,47.684036255,"(47.684036255, -122.345855713)",10,2015
570529,2015381687,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,10/31/2015 02:58:00 PM,10/31/2015 02:58:00 PM,,9XX BLOCK OF N 76 ST,J,J3,2800.2,-122.345853266,47.68403643,"(47.68403643, -122.345853266)",10,2015
573732,2015381671,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,10/31/2015 02:21:00 PM,10/29/2015 06:00:00 PM,10/30/2015 10:00:00 AM,1XX BLOCK OF MELROSE AV E,E,E1,7402.3001,-122.327853792,47.619038674,"(47.619038674, -122.327853792)",10,2015
570531,2015381671,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,10/31/2015 02:21:00 PM,10/29/2015 06:00:00 PM,10/30/2015 10:00:00 AM,1XX BLOCK OF MELROSE AV E,E,E1,7402.3001,-122.327853792,47.619038674,"(47.619038674, -122.327853792)",10,2015
570518,2015381641,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,10/31/2015 01:42:00 PM,10/26/2015 09:00:00 PM,10/27/2015 01:00:00 PM,NW 60 ST / 20 AV NW,B,B1,4700.4000,-122.382130888,47.672365899,"(47.672365899, -122.382130888)",10,2015
580594,2015381507,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,10/31/2015 11:19:00 AM,10/31/2015 12:00:00 AM,10/31/2015 11:00:00 AM,93XX BLOCK OF 54 AV S,S,S3,11800.3005,-122.265113831,47.517917633,"(47.517917633, -122.265113831)",10,2015
578310,2015381385,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,10/31/2015 08:37:00 AM,10/30/2015 06:00:00 PM,10/31/2015 07:45:00 AM,XX BLOCK OF W DRAVUS ST,Q,Q2,6000.4014,-122.359283447,47.648662567,"(47.648662567, -122.359283447)",10,2015
614453,2015381345,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,10/31/2015 07:29:00 AM,10/30/2015 07:30:00 PM,10/31/2015 07:29:00 AM,26XX BLOCK OF SW ADAMS ST,W,W1,9900.4089,-122.365875244,47.566173553,"(47.566173553, -122.365875244)",10,2015
572954,2015381306,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,10/31/2015 05:41:00 AM,10/30/2015 11:20:00 PM,10/31/2015 05:40:00 AM,15 AV NE / NE 50 ST,U,U2,4400.4009,-122.311937535,47.664891609,"(47.664891609, -122.311937535)",10,2015
577655,2015381070,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,10/31/2015 12:49:00 AM,10/30/2015 05:00:00 PM,10/30/2015 11:59:00 PM,8XX BLOCK OF HIAWATHA PL S,G,G3,9400.2003,-122.309669495,47.595153809,"(47.595153809, -122.309669495)",10,2015
621257,2015381078,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,10/31/2015 12:02:00 AM,10/30/2015 11:57:00 PM,,86XX BLOCK OF 16 AV S,F,F3,11200.3000,-122.312896729,47.526012421,"(47.526012421, -122.312896729)",10,2015
573177,2015380842,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,10/30/2015 08:21:00 PM,10/30/2015 09:00:00 AM,10/30/2015 08:21:00 PM,36XX BLOCK OF BAGLEY AV N,B,B3,5400.2036,-122.332677233,47.651221538,"(47.651221538, -122.332677233)",10,2015
620153,2015380683,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,10/30/2015 05:55:00 PM,10/30/2015 10:00:00 AM,10/30/2015 05:30:00 PM,26XX BLOCK OF SW BARTON ST,F,F2,11402.1028,-122.36730957,47.521026611,"(47.521026611, -122.36730957)",10,2015
578191,2015380624,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,10/30/2015 05:05:00 PM,10/30/2015 03:10:00 PM,10/30/2015 04:30:00 PM,7XX BLOCK OF 30 AV,G,G2,8800.2001,-122.293655396,47.608234406,"(47.608234406, -122.293655396)",10,2015
572727,2015380506,2404,4,VEH-THEFT-MTRCYCLE,2400,VEHICLE THEFT,10/30/2015 03:46:00 PM,10/26/2015 08:00:00 PM,10/27/2015 12:00:00 PM,7XX BLOCK OF BELLEVUE AV E,C,C1,6500.2010,-122.326573239,47.626043161,"(47.626043161, -122.326573239)",10,2015
572782,2015380059,2404,4,VEH-THEFT-MTRCYCLE,2400,VEHICLE THEFT,10/30/2015 10:26:00 AM,10/24/2015 10:00:00 AM,10/30/2015 09:30:00 AM,E JOHN ST / SUMMIT AV E,E,E1,7402.1004,-122.325296248,47.619649865,"(47.619649865, -122.325296248)",10,2015
620752,2015379782,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,10/30/2015 06:44:00 AM,10/29/2015 06:30:00 PM,10/30/2015 06:00:00 AM,5XX BLOCK OF N 84 ST,J,J3,2800.4005,-122.351257324,47.689834595,"(47.689834595, -122.351257324)",10,2015
573892,2015379476,2404,8,VEH-THEFT-TRUCK,2400,VEHICLE THEFT,10/29/2015 08:58:00 PM,10/28/2015 10:00:00 PM,10/29/2015 08:30:00 PM,35 AV NE / NE 50 ST,U,U3,4200.3011,-122.290168355,47.664873232,"(47.664873232, -122.290168355)",10,2015
592572,2015379463,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,10/29/2015 08:39:00 PM,10/27/2015 06:00:00 PM,10/29/2015 06:00:00 PM,BOYLSTON AV / UNIVERSITY ST,E,E3,8400.1009,-122.323440552,47.612987518,"(47.612987518, -122.323440552)",10,2015
572783,2015379330,2404,4,VEH-THEFT-MTRCYCLE,2400,VEHICLE THEFT,10/29/2015 06:42:00 PM,10/28/2015 10:00:00 PM,10/29/2015 06:30:00 AM,16XX BLOCK OF 25 AV,C,C3,7700.3004,-122.300082009,47.615889247,"(47.615889247, -122.300082009)",10,2015
581615,2015379274,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,10/29/2015 05:53:00 PM,10/29/2015 09:30:00 AM,10/29/2015 05:45:00 PM,92XX BLOCK OF RAINIER AV S,S,S3,11800.4010,-122.269256592,47.519920349,"(47.519920349, -122.269256592)",10,2015
601073,2015378749,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,10/29/2015 11:20:00 AM,10/28/2015 08:30:00 PM,10/29/2015 10:00:00 AM,24XX BLOCK OF NE BLAKELEY ST,U,U1,4302.2007,-122.301559448,47.66601944,"(47.66601944, -122.301559448)",10,2015
574241,2015378481,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,10/29/2015 06:11:00 AM,10/28/2015 09:00:00 PM,10/29/2015 06:00:00 AM,65XX BLOCK OF 16 AV SW,F,F1,10800.1009,-122.35490344,47.54379437,"(47.54379437, -122.35490344)",10,2015
619783,2015378381,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,10/29/2015 02:02:00 AM,10/28/2015 06:02:00 PM,10/29/2015 02:00:00 AM,81XX BLOCK OF RAINIER AV S,S,S2,11800.6000,-122.269989014,47.529941559,"(47.529941559, -122.269989014)",10,2015
619636,2015378221,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,10/28/2015 09:48:00 PM,10/28/2015 07:30:00 PM,10/28/2015 09:42:00 PM,10 AV S / S WELLER ST,G,G1,9100.1024,-122.319648743,47.597507477,"(47.597507477, -122.319648743)",10,2015
580261,2015378114,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,10/28/2015 08:10:00 PM,10/26/2015 09:30:00 PM,10/27/2015 02:30:00 PM,38XX BLOCK OF WHITMAN AV N,B,B3,5400.4018,-122.345962524,47.653438568,"(47.653438568, -122.345962524)",10,2015
575624,2015377988,2404,4,VEH-THEFT-MTRCYCLE,2400,VEHICLE THEFT,10/28/2015 05:48:00 PM,10/27/2015 06:00:00 PM,10/28/2015 04:00:00 PM,17XX BLOCK OF BOYLSTON AV,E,E1,7402.2003,-122.323439047,47.616958973,"(47.616958973, -122.323439047)",10,2015
577703,2015377958,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,10/28/2015 05:05:00 PM,10/27/2015 10:00:00 PM,10/28/2015 08:30:00 AM,4XX BLOCK OF NE 44 ST,B,B3,5200.4018,-122.323509216,47.660198212,"(47.660198212, -122.323509216)",10,2015
572850,2015377564,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,10/28/2015 12:45:00 PM,10/15/2015 12:00:00 PM,10/17/2015 12:00:00 PM,31XX BLOCK OF SW KENYON ST,F,F2,11500.1010,-122.373250047,47.531905496,"(47.531905496, -122.373250047)",10,2015
572846,2015377523,2404,4,VEH-THEFT-MTRCYCLE,2400,VEHICLE THEFT,10/28/2015 12:02:00 PM,10/28/2015 12:00:00 AM,10/28/2015 12:00:00 PM,E DENNY WY / BOYLSTON AV,E,E1,7402.2001,-122.323459551,47.618533255,"(47.618533255, -122.323459551)",10,2015
573030,2015377454,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,10/28/2015 11:14:00 AM,10/28/2015 07:30:00 AM,10/28/2015 09:15:00 AM,VALLEY ST / 3 AV N,Q,Q3,7000.3011,-122.351474124,47.626295831,"(47.626295831, -122.351474124)",10,2015
572852,2015377344,2404,4,VEH-THEFT-MTRCYCLE,2400,VEHICLE THEFT,10/28/2015 09:50:00 AM,10/27/2015 11:00:00 PM,10/28/2015 09:00:00 AM,7XX BLOCK OF BELLEVUE AV E,C,C1,6600.1017,-122.326573239,47.626043161,"(47.626043161, -122.326573239)",10,2015
581048,2015377239,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,10/28/2015 08:10:00 AM,10/26/2015 10:30:00 PM,10/28/2015 08:00:00 AM,4XX BLOCK OF NE RAVENNA BV,J,J3,3600.4001,-122.324165344,47.678340912,"(47.678340912, -122.324165344)",10,2015
572790,2015376824,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,10/27/2015 11:42:00 PM,10/25/2015 07:25:00 PM,10/27/2015 08:47:00 PM,63XX BLOCK OF ELLIS AV S,O,O3,10900.2095,-122.318181828,47.546268791,"(47.546268791, -122.318181828)",10,2015
589987,2015376722,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,10/27/2015 10:13:00 PM,10/27/2015 06:45:00 AM,10/27/2015 05:45:00 PM,3 AV W / W NICKERSON ST,Q,Q2,5900.1028,-122.360877991,47.650829315,"(47.650829315, -122.360877991)",10,2015
594055,2015376839,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,10/27/2015 08:58:00 PM,10/26/2015 10:00:00 PM,10/27/2015 08:15:00 AM,88XX BLOCK OF 10 AV SW,F,F3,11300.3001,-122.348007202,47.523735046,"(47.523735046, -122.348007202)",10,2015
579290,2015376648,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,10/27/2015 06:51:00 PM,10/26/2015 06:00:00 PM,10/27/2015 05:30:00 PM,143XX BLOCK OF COURTLAND PL N,N,N2,300.2001,-122.338043213,47.733222961,"(47.733222961, -122.338043213)",10,2015
