RMS CDW ID,General Offense Number,Offense Code,Offense Code Extension,Offense Type,Summary Offense Code,Summarized Offense Description,Date Reported,Occurred Date or Date Range Start,Occurred Date Range End,Hundred Block Location,District/Sector,Zone/Beat,Census Tract 2000,Longitude,Latitude,Location,Month,Year
479723,2015206905,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,06/19/2015 06:39:00 PM,06/19/2015 07:00:00 AM,06/19/2015 01:00:00 PM,71XX BLOCK OF CALIFORNIA AV SW,W,W3,11600.1001,-122.387274569,47.539406121,"(47.539406121, -122.387274569)",6,2015
491201,2015206788,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,06/19/2015 04:54:00 PM,06/18/2015 09:00:00 PM,06/19/2015 09:30:00 AM,81XX BLOCK OF AURORA AV N,J,J3,2700.4016,-122.344508829,47.688027258,"(47.688027258, -122.344508829)",6,2015
482280,2015206759,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,06/19/2015 04:39:00 PM,06/19/2015 03:31:00 PM,06/19/2015 04:35:00 PM,WESTERN AV / UNION ST,M,M1,8100.3013,-122.340217636,47.607363729,"(47.607363729, -122.340217636)",6,2015
479957,2015206441,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,06/19/2015 12:33:00 PM,06/18/2015 06:24:00 PM,,92XX BLOCK OF RAINIER AV S,S,S3,11800.6020,-122.268030096,47.519851782,"(47.519851782, -122.268030096)",6,2015
489398,2015206224,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,06/19/2015 09:34:00 AM,06/18/2015 10:00:00 PM,06/19/2015 08:00:00 AM,107XX BLOCK OF AURORA AV N,N,N3,402.2014,-122.344721356,47.706707069,"(47.706707069, -122.344721356)",6,2015
594002,2015206174,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,06/19/2015 08:45:00 AM,06/18/2015 07:30:00 PM,06/19/2015 08:45:00 AM,130XX BLOCK OF 25 AV NE,L,L1,200.2001,-122.301887512,47.723846436,"(47.723846436, -122.301887512)",6,2015
479509,2015205676,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,06/18/2015 08:24:00 PM,06/18/2015 04:30:00 PM,06/18/2015 07:15:00 PM,XX BLOCK OF BOSTON ST,Q,Q2,6800.2,-122.356243599,47.638382558,"(47.638382558, -122.356243599)",6,2015
557654,2015205624,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,06/18/2015 07:53:00 PM,06/08/2015 08:00:00 PM,06/09/2015 08:30:00 AM,74XX BLOCK OF RAINIER AV S,S,S2,11102.4006,-122.269980734,47.535458419,"(47.535458419, -122.269980734)",6,2015
477266,2015205534,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,06/18/2015 06:06:00 PM,06/18/2015 04:00:00 PM,06/18/2015 06:00:00 PM,7XX BLOCK OF 1 AV,K,K1,8100.1036,-122.334607818,47.602911946,"(47.602911946, -122.334607818)",6,2015
479663,2015205534,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,06/18/2015 06:06:00 PM,06/18/2015 04:00:00 PM,06/18/2015 06:00:00 PM,7XX BLOCK OF 1 AV,K,K1,8100.1036,-122.334607818,47.602911946,"(47.602911946, -122.334607818)",6,2015
479660,2015205527,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,06/18/2015 06:05:00 PM,06/18/2015 07:45:00 AM,06/18/2015 06:00:00 PM,38XX BLOCK OF S OTHELLO ST,S,S1,11001.2009,-122.28405172,47.537040154,"(47.537040154, -122.28405172)",6,2015
488654,2015205387,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,06/18/2015 04:38:00 PM,06/17/2015 10:30:00 PM,06/18/2015 12:00:00 PM,53XX BLOCK OF ROOSEVELT WY NE,U,U1,4400.4004,-122.317371763,47.667841685,"(47.667841685, -122.317371763)",6,2015
479998,2015205262,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,06/18/2015 03:03:00 PM,06/18/2015 04:00:00 AM,06/18/2015 02:00:00 PM,1XX BLOCK OF S LUCILE ST,O,O2,10900.2036,-122.333300947,47.553420514,"(47.553420514, -122.333300947)",6,2015
479999,2015205201,2404,4,VEH-THEFT-MTRCYCLE,2400,VEHICLE THEFT,06/18/2015 02:23:00 PM,06/18/2015 10:30:00 AM,06/18/2015 01:30:00 PM,100XX BLOCK OF 15 AV NW,N,N1,1600.1014,-122.376762839,47.702572064,"(47.702572064, -122.376762839)",6,2015
479966,2015205010,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,06/18/2015 11:34:00 AM,06/17/2015 12:00:00 PM,06/18/2015 11:34:00 AM,17XX BLOCK OF 13 AV S,R,R1,9400.1003,-122.315983509,47.587684424,"(47.587684424, -122.315983509)",6,2015
477072,2015204930,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,06/18/2015 10:21:00 AM,06/18/2015 10:15:00 AM,,40 AV SW / SW EDMUNDS ST,W,W2,10500.4006,-122.38285558,47.559282348,"(47.559282348, -122.38285558)",6,2015
479655,2015204928,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,06/18/2015 10:20:00 AM,06/17/2015 08:00:00 PM,06/18/2015 09:00:00 AM,12XX BLOCK OF NE 107 ST,L,L2,1200.1009,-122.314585787,47.706720278,"(47.706720278, -122.314585787)",6,2015
500176,2015204874,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,06/18/2015 09:15:00 AM,06/17/2015 02:00:00 PM,06/17/2015 05:00:00 PM,2 AV / VIRGINIA ST,M,M1,8002.1004,-122.341755221,47.611730582,"(47.611730582, -122.341755221)",6,2015
503146,2015204874,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,06/18/2015 09:15:00 AM,06/17/2015 02:00:00 PM,06/17/2015 05:00:00 PM,2 AV / VIRGINIA ST,M,M1,8002.1004,-122.341755221,47.611730582,"(47.611730582, -122.341755221)",6,2015
481600,2015204762,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,06/18/2015 07:39:00 AM,06/18/2015 01:00:00 AM,06/18/2015 07:00:00 AM,37XX BLOCK OF S JUNEAU ST,R,R3,10300.3011,-122.285997951,47.549745713,"(47.549745713, -122.285997951)",6,2015
479657,2015204746,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,06/18/2015 07:24:00 AM,06/17/2015 05:00:00 PM,06/18/2015 07:00:00 AM,24XX BLOCK OF NW MARKET ST,B,B1,3200.3006,-122.388860711,47.668673557,"(47.668673557, -122.388860711)",6,2015
488936,2015204462,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,06/17/2015 11:23:00 PM,06/17/2015 08:00:00 AM,06/17/2015 06:00:00 PM,15XX BLOCK OF 10 AV,E,E2,7500.4014,-122.319456132,47.61466515,"(47.61466515, -122.319456132)",6,2015
479678,2015204408,2404,4,VEH-THEFT-MTRCYCLE,2400,VEHICLE THEFT,06/17/2015 10:26:00 PM,06/14/2015 03:00:00 PM,06/17/2015 06:00:00 PM,19XX BLOCK OF HARVARD AV E,C,C1,6600.1002,-122.322411069,47.63714358,"(47.63714358, -122.322411069)",6,2015
560345,2015204254,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,06/17/2015 08:12:00 PM,06/17/2015 07:30:00 AM,06/17/2015 04:30:00 PM,6 AV / OLIVE WY,M,M2,8200.1002,-122.336284907,47.613127358,"(47.613127358, -122.336284907)",6,2015
480518,2015203787,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,06/17/2015 01:51:00 PM,06/14/2015 08:00:00 PM,06/17/2015 12:00:00 PM,7 AV NE / NE 43 ST,U,U2,5200.1003,-122.320837914,47.659461736,"(47.659461736, -122.320837914)",6,2015
479672,2015203714,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,06/17/2015 12:57:00 PM,06/16/2015 09:15:00 PM,06/17/2015 07:00:00 AM,80XX BLOCK OF 28 AV NE,U,U3,2500.1013,-122.297153615,47.687567072,"(47.687567072, -122.297153615)",6,2015
479674,2015203601,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,06/17/2015 11:24:00 AM,06/16/2015 09:30:00 PM,06/17/2015 10:00:00 AM,90XX BLOCK OF 32 AV NE,U,U3,2100.1015,-122.293361014,47.694302867,"(47.694302867, -122.293361014)",6,2015
484408,2015203592,2404,7,VEH-THEFT-TRAILER,2400,VEHICLE THEFT,06/17/2015 11:12:00 AM,06/13/2015 12:00:00 PM,06/15/2015 12:00:00 PM,41XX BLOCK OF ROOSEVELT WY NE,U,U2,5301.4004,-122.317810585,47.657201764,"(47.657201764, -122.317810585)",6,2015
532103,2015203570,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,06/17/2015 10:45:00 AM,06/16/2015 11:00:00 PM,06/17/2015 06:30:00 AM,14XX BLOCK OF S HINDS ST,R,R1,10002.1019,-122.314121962,47.573567963,"(47.573567963, -122.314121962)",6,2015
518678,2015203486,2404,7,VEH-THEFT-TRAILER,2400,VEHICLE THEFT,06/17/2015 09:35:00 AM,06/16/2015 04:30:00 AM,,72XX BLOCK OF 2 AV S,F,F1,11200.2008,-122.331096296,47.53789278,"(47.53789278, -122.331096296)",6,2015
479666,2015203375,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,06/17/2015 07:22:00 AM,06/16/2015 09:30:00 PM,06/17/2015 06:30:00 AM,8XX BLOCK OF 23 AV S,G,G3,8900.4008,-122.302220078,47.595077194,"(47.595077194, -122.302220078)",6,2015
479667,2015203359,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,06/17/2015 07:15:00 AM,06/16/2015 07:00:00 PM,06/17/2015 07:00:00 AM,58XX BLOCK OF GREENWOOD AV N,B,B2,3500.3005,-122.355361396,47.67149167,"(47.67149167, -122.355361396)",6,2015
479990,2015202831,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,06/16/2015 06:33:00 PM,06/15/2015 08:00:00 PM,06/16/2015 06:00:00 PM,39XX BLOCK OF 1 AV NE,B,B3,5200.3021,-122.327891092,47.654621253,"(47.654621253, -122.327891092)",6,2015
568623,2015202520,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,06/16/2015 03:10:00 PM,06/16/2015 02:00:00 AM,06/16/2015 10:00:00 AM,2XX BLOCK OF N 58 ST,B,B2,3500.3005,-122.355939388,47.671185449,"(47.671185449, -122.355939388)",6,2015
600929,2015202175,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,06/16/2015 11:26:00 AM,06/10/2015 07:30:00 PM,06/10/2015 08:15:00 PM,90XX BLOCK OF RAINIER AV S,S,S3,11800.6016,-122.269989014,47.522815704,"(47.522815704, -122.269989014)",6,2015
476065,2015202120,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,06/16/2015 10:11:00 AM,06/09/2015 08:00:00 PM,06/13/2015 12:00:00 PM,DENNY WY / 6 AV,Q,Q3,7200.2008,-122.345006974,47.618558929,"(47.618558929, -122.345006974)",6,2015
559529,2015202097,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,06/16/2015 09:50:00 AM,06/15/2015 06:30:00 PM,06/16/2015 07:15:00 AM,102XX BLOCK OF GREENWOOD AV N,J,J1,1702.1002,-122.355433797,47.703272313,"(47.703272313, -122.355433797)",6,2015
481223,2015202026,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,06/16/2015 08:54:00 AM,06/15/2015 11:00:00 PM,06/16/2015 08:30:00 AM,19XX BLOCK OF 5 AV N,Q,Q2,6700.4023,-122.347131529,47.636091287,"(47.636091287, -122.347131529)",6,2015
487051,2015201865,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,06/16/2015 06:10:00 AM,06/03/2015 08:15:00 PM,06/16/2015 06:00:00 AM,16XX BLOCK OF 11 AV,E,E2,7500.5009,-122.318168851,47.615838397,"(47.615838397, -122.318168851)",6,2015
638462,2015201243,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,06/15/2015 05:24:00 PM,06/15/2015 05:24:00 PM,,N 115 ST / STONE AV N,N,N2,600.4018,-122.342124939,47.712310791,"(47.712310791, -122.342124939)",6,2015
486802,2015201231,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,06/15/2015 05:04:00 PM,06/05/2015 08:00:00 PM,06/15/2015 09:00:00 AM,S OTHELLO ST / RAINIER AV S,S,S2,11102.3000,-122.270274315,47.536955398,"(47.536955398, -122.270274315)",6,2015
477785,2015201007,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,06/15/2015 02:39:00 PM,06/15/2015 12:20:00 PM,06/15/2015 02:20:00 PM,75XX BLOCK OF 19 AV NW,J,J2,3000.4005,-122.381076234,47.684113148,"(47.684113148, -122.381076234)",6,2015
638461,2015200740,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,06/15/2015 11:35:00 AM,06/02/2015 01:30:00 PM,06/15/2015 11:35:00 AM,20XX BLOCK OF AIRPORT WY S,O,O1,9300.3010,-122.321395874,47.585063934,"(47.585063934, -122.321395874)",6,2015
507426,2015200710,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,06/15/2015 11:06:00 AM,06/14/2015 07:45:00 PM,06/15/2015 10:30:00 AM,123XX BLOCK OF 32 AV NE,L,L3,700.1001,-122.293944613,47.718318148,"(47.718318148, -122.293944613)",6,2015
512756,2015200600,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,06/15/2015 09:22:00 AM,06/13/2015 03:00:00 AM,06/15/2015 08:00:00 AM,90XX BLOCK OF SEWARD PARK AV S,S,S3,11800.6018,-122.2644964,47.522408656,"(47.522408656, -122.2644964)",6,2015
551323,2015200543,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,06/15/2015 08:49:00 AM,06/15/2015 01:00:00 AM,06/15/2015 05:00:00 AM,42XX BLOCK OF WHITMAN AV N,B,B3,5000.2006,-122.345650367,47.658205371,"(47.658205371, -122.345650367)",6,2015
476747,2015200545,2404,8,VEH-THEFT-TRUCK,2400,VEHICLE THEFT,06/15/2015 08:45:00 AM,06/13/2015 02:00:00 PM,06/15/2015 05:30:00 AM,63XX BLOCK OF 1 AV S,O,O2,10900.2013,-122.334316922,47.546932316,"(47.546932316, -122.334316922)",6,2015
476746,2015200496,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,06/15/2015 08:05:00 AM,06/14/2015 07:00:00 PM,06/15/2015 07:00:00 AM,1XX BLOCK OF NE 63 ST,J,J3,3600.3009,-122.326819783,47.674384852,"(47.674384852, -122.326819783)",6,2015
557655,2015200477,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,06/15/2015 07:44:00 AM,06/15/2015 06:00:00 AM,06/15/2015 07:44:00 AM,68XX BLOCK OF 17 AV NE,U,U1,2600.3003,-122.309842159,47.678516645,"(47.678516645, -122.309842159)",6,2015
476733,2015200442,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,06/15/2015 07:12:00 AM,06/12/2015 09:30:00 PM,06/15/2015 06:45:00 AM,55XX BLOCK OF 27 AV NE,U,U3,4301.2011,-122.298512277,47.669255213,"(47.669255213, -122.298512277)",6,2015
554312,2015200437,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,06/15/2015 07:11:00 AM,06/15/2015 07:10:00 AM,06/15/2015 07:11:00 AM,SUMMIT AV / SENECA ST,E,E3,8400.2006,-122.324224672,47.611692903,"(47.611692903, -122.324224672)",6,2015
529709,2015200441,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,06/15/2015 07:02:00 AM,06/12/2015 05:00:00 PM,06/13/2015 03:00:00 PM,28XX BLOCK OF S ADAMS ST,R,R2,10001.3000,-122.29791186,47.564572019,"(47.564572019, -122.29791186)",6,2015
475062,2015199917,2404,4,VEH-THEFT-MTRCYCLE,2400,VEHICLE THEFT,06/14/2015 06:19:00 PM,06/14/2015 12:00:00 PM,06/14/2015 06:00:00 PM,40XX BLOCK OF 26 AV SW,W,W1,9900.4087,-122.36544412,47.567258496,"(47.567258496, -122.36544412)",6,2015
476883,2015199862,2404,4,VEH-THEFT-MTRCYCLE,2400,VEHICLE THEFT,06/14/2015 05:20:00 PM,06/13/2015 06:00:00 AM,,8XX BLOCK OF NE 83 ST,L,L2,2700.1006,-122.318938568,47.688928403,"(47.688928403, -122.318938568)",6,2015
477925,2015199847,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,06/14/2015 05:17:00 PM,06/06/2015 11:00:00 AM,06/08/2015 03:00:00 AM,7XX BLOCK OF 28 AV S,G,G3,8900.2006,-122.29632707,47.596258568,"(47.596258568, -122.29632707)",6,2015
475051,2015199813,2404,4,VEH-THEFT-MTRCYCLE,2400,VEHICLE THEFT,06/14/2015 04:45:00 PM,06/14/2015 11:00:00 AM,06/14/2015 04:45:00 PM,32XX BLOCK OF 12 AV W,Q,Q2,5900.2006,-122.372276745,47.649412574,"(47.649412574, -122.372276745)",6,2015
479148,2015199624,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,06/14/2015 02:19:00 PM,06/13/2015 10:15:00 AM,06/14/2015 01:50:00 PM,17 AV E / E ALOHA ST,C,C2,6400.2007,-122.30996831,47.626863793,"(47.626863793, -122.30996831)",6,2015
485253,2015199465,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,06/14/2015 11:38:00 AM,06/13/2015 11:30:00 PM,06/14/2015 11:00:00 AM,59XX BLOCK OF 11 AV NW,B,B2,4700.1002,-122.37075134,47.671990458,"(47.671990458, -122.37075134)",6,2015
477591,2015199442,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,06/14/2015 11:20:00 AM,06/13/2015 10:00:00 PM,06/14/2015 07:20:00 AM,137XX BLOCK OF MIDVALE AV N,N,N2,300.2015,-122.34369561,47.729558247,"(47.729558247, -122.34369561)",6,2015
477590,2015199272,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,06/14/2015 07:07:00 AM,06/13/2015 11:00:00 PM,06/14/2015 05:00:00 AM,60XX BLOCK OF 14 AV NW,B,B2,3300.2014,-122.373579273,47.672722066,"(47.672722066, -122.373579273)",6,2015
474354,2015198944,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,06/13/2015 11:24:00 PM,06/13/2015 07:00:00 PM,06/13/2015 09:30:00 PM,69XX BLOCK OF CALIFORNIA AV SW,W,W3,10600.3012,-122.387247546,47.541882339,"(47.541882339, -122.387247546)",6,2015
476071,2015198915,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,06/13/2015 11:00:00 PM,06/13/2015 03:00:00 PM,06/13/2015 07:00:00 PM,N 77 ST / STONE AV N,J,J3,2700.4024,-122.341796213,47.684758081,"(47.684758081, -122.341796213)",6,2015
480539,2015198890,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,06/13/2015 10:44:00 PM,06/12/2015 09:00:00 PM,06/13/2015 09:00:00 AM,32XX BLOCK OF SW GRAHAM ST,F,F1,10702.3001,-122.374133292,47.546626555,"(47.546626555, -122.374133292)",6,2015
474754,2015198683,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,06/13/2015 07:43:00 PM,06/13/2015 06:45:00 PM,06/13/2015 07:10:00 PM,21 AV NE / NE 45 ST,U,U1,5302.3013,-122.305473987,47.661254451,"(47.661254451, -122.305473987)",6,2015
474707,2015198528,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,06/13/2015 04:56:00 PM,06/12/2015 04:00:00 PM,06/13/2015 04:30:00 PM,38XX BLOCK OF 14 AV W,Q,Q2,5801.4053,-122.374912268,47.654580714,"(47.654580714, -122.374912268)",6,2015
480538,2015198000,2404,4,VEH-THEFT-MTRCYCLE,2400,VEHICLE THEFT,06/13/2015 12:44:00 PM,06/13/2015 12:44:00 PM,,3XX BLOCK OF NE 81 ST,L,L2,2700.2025,-122.324984802,47.68753448,"(47.68753448, -122.324984802)",6,2015
476069,2015198172,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,06/13/2015 11:38:00 AM,06/12/2015 10:00:00 PM,06/13/2015 09:00:00 AM,1XX BLOCK OF NE 43 ST,B,B3,5200.3008,-122.327811636,47.658966235,"(47.658966235, -122.327811636)",6,2015
531122,2015198098,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,06/13/2015 10:13:00 AM,06/13/2015 08:20:00 AM,,21XX BLOCK OF 26 AV S,R,R2,9500.2056,-122.299022276,47.584358026,"(47.584358026, -122.299022276)",6,2015
476486,2015198087,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,06/13/2015 10:00:00 AM,06/13/2015 01:00:00 AM,06/13/2015 02:30:00 AM,3XX BLOCK OF LENORA ST,D,D1,7200.1068,-122.341762926,47.61349901,"(47.61349901, -122.341762926)",6,2015
474362,2015198009,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,06/13/2015 08:13:00 AM,06/12/2015 09:15:00 PM,06/13/2015 07:45:00 AM,9 AV / PINE ST,M,M2,8200.1007,-122.332042652,47.613526061,"(47.613526061, -122.332042652)",6,2015
474740,2015197592,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,06/12/2015 10:46:00 PM,06/12/2015 07:30:00 PM,,9 AV / COLUMBIA ST,E,E3,8500.1019,-122.326056105,47.606980063,"(47.606980063, -122.326056105)",6,2015
474410,2015197277,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,06/12/2015 06:42:00 PM,06/12/2015 04:22:00 PM,06/12/2015 06:15:00 PM,WESTERN AV / UNIVERSITY ST,M,M1,8100.1003,-122.339309014,47.606369441,"(47.606369441, -122.339309014)",6,2015
480550,2015196743,2404,7,VEH-THEFT-TRAILER,2400,VEHICLE THEFT,06/12/2015 12:26:00 PM,06/09/2015 06:00:00 PM,06/12/2015 11:00:00 AM,9XX BLOCK OF N 74 ST,J,J3,2800.2007,-122.345671216,47.682567561,"(47.682567561, -122.345671216)",6,2015
476072,2015196650,2404,4,VEH-THEFT-MTRCYCLE,2400,VEHICLE THEFT,06/12/2015 11:08:00 AM,06/09/2015 12:00:00 PM,06/12/2015 10:00:00 AM,92XX BLOCK OF GREENWOOD AV N,J,J1,1701.2004,-122.355367625,47.696933158,"(47.696933158, -122.355367625)",6,2015
474380,2015196604,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,06/12/2015 10:38:00 AM,06/11/2015 07:00:00 PM,06/12/2015 10:38:00 AM,VALLEY ST / DEXTER AV N,D,D2,6700.2020,-122.342334763,47.626261069,"(47.626261069, -122.342334763)",6,2015
476169,2015196557,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,06/12/2015 10:05:00 AM,06/11/2015 09:30:00 PM,06/12/2015 09:30:00 AM,38XX BLOCK OF S OTHELLO ST,S,S1,11001.2009,-122.28405172,47.537040154,"(47.537040154, -122.28405172)",6,2015
594192,2015196499,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,06/12/2015 08:26:00 AM,06/11/2015 11:59:00 PM,06/12/2015 07:00:00 AM,37XX BLOCK OF SW AUSTIN ST,W,W3,11500.3006,-122.380622864,47.534946442,"(47.534946442, -122.380622864)",6,2015
476487,2015196450,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,06/12/2015 07:34:00 AM,06/11/2015 11:30:00 PM,06/12/2015 07:00:00 AM,7XX BLOCK OF N 68 ST,J,J3,3500.1015,-122.348615896,47.678704401,"(47.678704401, -122.348615896)",6,2015
475694,2015196363,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,06/12/2015 05:52:00 AM,06/10/2015 02:30:00 AM,06/11/2015 02:30:00 PM,ROY ST / TAYLOR AV N,Q,Q3,7200.1014,-122.346260818,47.625416508,"(47.625416508, -122.346260818)",6,2015
481470,2015196303,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,06/12/2015 03:23:00 AM,06/11/2015 05:30:00 PM,06/12/2015 03:15:00 AM,90XX BLOCK OF 18 AV SW,F,F2,11402.2001,-122.357805917,47.521948001,"(47.521948001, -122.357805917)",6,2015
476073,2015195828,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,06/11/2015 06:24:00 PM,06/11/2015 04:00:00 PM,06/11/2015 06:24:00 PM,MADISON ST / 9 AV,E,E3,8200.2007,-122.327362122,47.608407958,"(47.608407958, -122.327362122)",6,2015
638631,2015195186,2404,5,VEH-THEFT-OTHVEH,2400,VEHICLE THEFT,06/11/2015 10:44:00 AM,06/10/2015 05:00:00 PM,06/11/2015 07:00:00 AM,73XX BLOCK OF 4 AV S,F,F1,11200.2016,-122.329101563,47.537090302,"(47.537090302, -122.329101563)",6,2015
486517,2015194568,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,06/10/2015 08:58:00 PM,06/10/2015 01:30:00 PM,06/10/2015 06:00:00 PM,3 AV S / S MASSACHUSETTS ST,K,K2,9300.2081,-122.329992371,47.588205917,"(47.588205917, -122.329992371)",6,2015
531123,2015194518,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,06/10/2015 08:05:00 PM,06/09/2015 09:30:00 PM,06/10/2015 08:00:00 PM,22XX BLOCK OF FEDERAL AV E,C,C1,6500.1004,-122.319012361,47.638974967,"(47.638974967, -122.319012361)",6,2015
474419,2015194283,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,06/10/2015 05:09:00 PM,06/10/2015 03:00:00 PM,06/10/2015 03:20:00 PM,58XX BLOCK OF LAKE WASHINGTON BV S,R,R3,10200.2034,-122.258073023,47.550616963,"(47.550616963, -122.258073023)",6,2015
490323,2015194249,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,06/10/2015 04:43:00 PM,06/10/2015 03:30:00 AM,06/10/2015 08:00:00 AM,68XX BLOCK OF 62 AV NE,U,U3,4000.1028,-122.262228092,47.678890739,"(47.678890739, -122.262228092)",6,2015
472669,2015193775,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,06/10/2015 11:12:00 AM,06/09/2015 03:00:00 PM,06/10/2015 11:00:00 AM,34XX BLOCK OF 15 AV S,R,R1,10002.1018,-122.313401979,47.572361368,"(47.572361368, -122.313401979)",6,2015
531154,2015193620,2404,8,VEH-THEFT-TRUCK,2400,VEHICLE THEFT,06/10/2015 09:03:00 AM,06/09/2015 07:00:00 PM,06/10/2015 09:00:00 AM,76XX BLOCK OF 5 AV S,F,F1,11200.2067,-122.328125476,47.534488309,"(47.534488309, -122.328125476)",6,2015
474641,2015193604,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,06/10/2015 08:56:00 AM,06/09/2015 01:00:00 PM,06/10/2015 08:00:00 AM,46 AV S / S BRANDON ST,R,R3,10200.4017,-122.275373142,47.553381031,"(47.553381031, -122.275373142)",6,2015
474421,2015193566,2404,8,VEH-THEFT-TRUCK,2400,VEHICLE THEFT,06/10/2015 08:02:00 AM,06/06/2015 02:30:00 PM,06/10/2015 03:00:00 AM,20XX BLOCK OF 33 AV S,R,R2,9500.1055,-122.290870659,47.584369822,"(47.584369822, -122.290870659)",6,2015
478858,2015193412,2404,4,VEH-THEFT-MTRCYCLE,2400,VEHICLE THEFT,06/10/2015 05:16:00 AM,06/09/2015 12:00:00 PM,06/10/2015 01:00:00 AM,8 AV S / S MASSACHUSETTS ST,O,O1,9300.1041,-122.323499872,47.588225357,"(47.588225357, -122.323499872)",6,2015
